City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Beïnamar,8.6698,15.3813,19.42,22,95,1.37,TD,1612922839
Kumluca,36.3703,30.2869,13.61,65,26,2.43,TR,1612922839
Mama,58.3106,112.8986,-4.97,92,100,3.29,RU,1612922839
Agüimes,27.9054,-15.4461,15.56,77,0,1.03,ES,1612922715
Coahuayana Viejo,18.7333,-103.6833,22.0,78,40,0.8,MX,1612922483
Knysna,-34.0363,23.0471,19.0,82,75,1.03,ZA,1612922839
Berlevåg,70.8578,29.0864,-5.57,88,100,8.62,NO,1612922840
Plettenberg Bay,-34.0527,23.3716,18.22,85,16,1.43,ZA,1612922840
Outjo,-20.1167,16.15,20.51,81,100,3.1,NA,1612922840
Luganville,-15.5333,167.1667,28.61,68,99,1.4,VU,1612922840
Talnakh,69.4865,88.3972,-23.21,89,99,1.37,RU,1612922840
Suntar,62.1444,117.6319,-22.89,89,98,2.73,RU,1612922840
Huéscar,37.811,-2.5412,9.44,88,74,3.13,ES,1612922840
Matara,5.9485,80.5353,23.06,82,96,3.63,LK,1612922840
Tigil',57.8,158.6667,-0.87,91,4,10.06,RU,1612922840
Vanimo,-2.6741,141.3028,28.24,72,100,1.34,PG,1612922840
Genhe,50.7833,121.5167,-14.62,91,95,1.2,CN,1612922841
Maryville,35.7565,-83.9705,10.56,87,75,2.57,US,1612922841
Barybino,55.2677,37.8933,-13.0,78,40,2.0,RU,1612922841
Marabu,4.4148,114.0089,28.0,89,20,1.03,MY,1612922841
Bakchar,57.0186,82.0711,-24.3,88,100,3.53,RU,1612922841
Ghanzi,-21.5667,21.7833,18.7,94,98,3.65,BW,1612922841
Sabanitas,9.3422,-79.8011,27.22,72,12,3.62,PA,1612922841
Broken Hill,-31.95,141.4333,32.0,23,0,2.06,AU,1612922780
Mayo,38.8876,-76.5119,4.0,65,90,3.6,US,1612922841
Cranbrook,49.4999,-115.7688,-13.0,47,20,1.03,CA,1612922842
Veinticinco de Mayo,-35.4323,-60.1727,18.33,66,0,3.58,AR,1612922842
Abbeville,50.1,1.8333,-5.56,79,100,8.8,FR,1612922842
Beneditinos,-5.45,-42.3667,25.0,88,0,1.03,BR,1612922842
Elizabeth City,36.2946,-76.2511,8.89,93,1,2.05,US,1612922842
Tuatapere,-46.1333,167.6833,11.24,91,100,5.6,NZ,1612922842
La Rochelle,46.1667,-1.15,8.0,93,75,2.06,FR,1612922842
Concordia,-31.393,-58.0209,20.56,88,78,3.7,AR,1612922842
Athabasca,54.7169,-113.2854,-26.0,63,100,5.14,CA,1612922703
Vila Velha,-20.3297,-40.2925,25.56,94,90,1.54,BR,1612922843
Kamenka,51.3223,42.7678,-10.56,90,93,3.77,RU,1612922843
Igurubi,-4.0,33.7,19.42,80,100,1.99,TZ,1612922843
Maniitsoq,65.4167,-52.9,-6.65,83,0,2.65,GL,1612922843
