City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Te Anau,-45.4167,167.7167,13.19,66,65,4.43,NZ,1612934041
Chalchihuites,23.4833,-103.8833,8.92,48,0,1.81,MX,1612934041
Arrondissement de Beaune,47.0833,4.75,2.22,93,90,1.54,FR,1612934041
Sitka,57.0531,-135.33,-10.0,41,1,5.14,US,1612933872
Ahipara,-35.1667,173.1667,18.55,94,100,3.69,NZ,1612934041
Fort Nelson,58.8053,-122.7002,-23.0,70,90,4.12,CA,1612934041
Pochutla,15.7432,-96.4661,23.89,74,62,1.79,MX,1612934042
Brae,60.3964,-1.353,1.11,83,16,2.6,GB,1612934042
Nome,64.5011,-165.4064,-20.0,45,1,4.12,US,1612934042
Sherbrooke,45.4001,-71.8991,-10.0,85,90,1.03,CA,1612933455
Ouadda,8.0777,22.4007,15.09,32,84,2.04,CF,1612934042
Avera,33.194,-82.5271,13.0,92,90,1.28,US,1612934042
Jishu,44.3167,126.8,-4.05,96,78,3.56,CN,1612934043
Egvekinot,66.3167,-179.1667,-26.46,72,0,4.16,RU,1612934043
Doctor Arroyo,23.6667,-100.1833,13.67,59,0,1.61,MX,1612934043
Bereda,43.2686,-7.5406,6.67,100,93,3.13,ES,1612934043
Fairbanks,64.8378,-147.7164,-34.0,68,1,2.25,US,1612934043
Narrabri,-30.3167,149.7833,30.56,28,40,4.63,AU,1612934043
San Jose,37.3394,-121.895,11.11,76,75,0.97,US,1612933894
Kidal,18.4411,1.4078,18.91,23,0,3.14,ML,1612934044
Whitehaven,54.549,-3.5841,-3.89,88,2,4.41,GB,1612934044
Sola,-13.8833,167.55,28.37,75,94,4.79,VU,1612934044
Copiapó,-27.3667,-70.3333,15.0,88,0,2.57,CL,1612934012
Aragats,40.4889,44.3528,1.0,86,24,1.54,AM,1612934044
Luwuk,-0.9516,122.7875,30.9,65,31,1.04,ID,1612934044
Camacha,33.0833,-16.3333,15.0,88,20,3.09,PT,1612934044
Río Tercero,-32.173,-64.1141,17.22,93,100,1.03,AR,1612934044
Várzea da Palma,-17.5981,-44.7308,19.21,92,1,0.05,BR,1612934044
Atambua,-9.1061,124.8925,27.64,77,99,2.58,ID,1612934045
Yumen,40.2833,97.2,8.1,43,99,10.23,CN,1612934045
Marfino,55.7028,37.3822,-14.44,85,75,2.0,RU,1612934045
Quatre Cocos,-20.2078,57.7625,28.89,74,75,3.6,MU,1612934045
Kearney,40.6995,-99.0815,-15.0,85,40,2.41,US,1612933977
Esil,51.9556,66.4042,-27.28,85,1,2.81,KZ,1612934045
Tongchuanshi,35.0806,109.0897,13.02,38,0,3.35,CN,1612934045
Labuhan,-6.8844,112.2051,28.74,79,78,3.93,ID,1612934045
Lima,-12.0432,-77.0282,23.33,78,0,2.06,PE,1612933866
Euskirchen,50.6667,6.7833,-10.56,82,68,3.73,DE,1612934046
Dongsheng,39.8161,109.9776,4.52,56,0,7.07,CN,1612934046
Davila,18.4726,120.5763,31.0,58,75,4.12,PH,1612934046
Guangyuan,32.442,105.823,11.11,62,26,2.67,CN,1612934046
Marrakesh,31.6315,-8.0083,13.0,94,75,1.54,MA,1612933925
Constitución,-35.3333,-72.4167,15.45,88,0,0.2,CL,1612933747
Grootfontein,-19.5667,18.1167,18.0,94,100,3.6,NA,1612934046
Newport,51.5877,-2.9984,-1.11,84,25,8.55,GB,1612934046
Tungor,53.3808,142.9564,-9.44,95,100,13.45,RU,1612934046
Poum,-20.2333,164.0167,26.69,70,10,6.65,NC,1612934046
Orhangazi,40.4892,29.3089,12.0,87,75,4.12,TR,1612933989
Wuwei,37.9281,102.6414,8.28,42,20,3.58,CN,1612934047
Bariloche,-41.1456,-71.3082,17.0,55,0,3.09,AR,1612934047
Nova Esperanca,4.438,-61.1151,20.94,80,62,1.67,BR,1612934047
Srednekolymsk,67.45,153.6833,-20.44,89,1,3.39,RU,1612934047
Ormara,25.2088,64.6357,24.0,36,52,6.02,PK,1612934047
Vanderhoof,54.0166,-124.0198,-28.84,83,75,1.22,CA,1612933496
Jhudo,24.964,69.2968,25.28,23,68,3.34,PK,1612934047
Kudat,6.8837,116.8477,29.0,79,20,2.06,MY,1612934047
Bairiki Village,1.3292,172.9752,29.0,74,75,4.63,KI,1612934048
Konokovo,44.8616,41.3266,3.0,93,0,2.0,RU,1612934048
Humboldt,40.6665,-123.9178,7.0,100,40,1.07,US,1612934048
Celestún,20.8667,-90.4,24.84,76,27,4.55,MX,1612934048
Tanabe,33.7333,135.3667,11.0,40,40,7.72,JP,1612934048
Cássia,-20.5831,-46.9219,17.25,91,59,0.59,BR,1612934048
Boa Vista,2.8197,-60.6733,24.0,69,20,2.57,BR,1612934048
Lüderitz,-26.6481,15.1594,17.55,83,0,2.41,NA,1612934048
Puerto Escondido,15.85,-97.0667,26.0,78,1,2.35,MX,1612934048
Manokwari,-0.8667,134.0833,28.13,78,100,3.16,ID,1612934049
Ulladulla,-35.35,150.4667,20.56,68,75,4.12,AU,1612934049
Karratha,-20.7377,116.8463,36.51,29,0,4.5,AU,1612934049
Itarema,-2.9248,-39.9167,25.08,88,81,2.78,BR,1612934049
Russell,32.3502,-85.1999,15.0,94,90,1.03,US,1612934049
Yeppoon,-23.1333,150.7333,30.0,42,40,4.12,AU,1612934049
Mayor Pablo Lagerenza,-19.9309,-60.7718,21.27,71,88,3.8,PY,1612934050
Mzimba,-11.9,33.6,18.73,89,100,0.75,MW,1612934050
Kirensk,57.7853,108.1119,-11.4,90,100,3.73,RU,1612934050
San Roque,36.2107,-5.3842,17.0,72,75,9.77,ES,1612934050
Provideniya,64.3833,-173.3,-19.0,65,0,10.0,RU,1612934050
Half Moon Bay,37.4636,-122.4286,12.0,93,90,1.79,US,1612934050
Goderich,43.7501,-81.7165,-8.0,62,95,4.63,CA,1612934050
Hoa Binh,20.8133,105.3383,19.0,77,20,3.6,VN,1612934050
Oxford,51.7522,-1.256,-2.0,86,90,5.66,GB,1612934051
Lermontovka,47.1453,134.3383,-11.62,92,100,2.11,RU,1612934051
Itaituba,-4.2761,-55.9836,22.21,98,100,0.59,BR,1612934051
Port Hedland,-20.3167,118.5667,32.0,62,53,6.17,AU,1612934051
Sabang,5.8933,95.3214,27.78,79,35,5.35,ID,1612934051
Pangkalanbuun,-2.6833,111.6167,34.75,45,76,2.23,ID,1612933779
Tyrma,50.0833,132.1667,-13.35,83,35,1.68,RU,1612934051
Vila,42.0304,-8.1588,6.11,95,99,4.02,PT,1612934051
Sungai Penuh,-2.0833,101.3833,27.29,52,43,2.71,ID,1612934051
Gorontalo,0.5412,123.0595,31.9,59,25,1.77,ID,1612934052
Bafoulabé,13.8065,-10.8321,23.06,19,3,1.76,ML,1612934052
Uruçuí,-7.2294,-44.5561,22.64,89,59,1.17,BR,1612934052
Henties Bay,-22.116,14.2845,18.89,91,34,2.98,NA,1612934052
Novopokrovka,49.8425,36.5477,-4.0,93,90,2.0,UA,1612934052
La Ronge,55.1001,-105.2842,-29.0,69,100,1.54,CA,1612934052
Rawson,-43.3002,-65.1023,19.39,61,66,11.87,AR,1612934052
Sittwe,20.15,92.9,28.28,31,0,1.29,MM,1612934052
Llangefni,53.2556,-4.3106,0.0,80,54,4.12,GB,1612934052
Trani,41.2727,16.4154,13.89,62,0,4.12,IT,1612934052
Bathsheba,13.2167,-59.5167,25.0,65,20,8.23,BB,1612934052
Gatesville,31.4352,-97.7439,3.89,87,75,3.09,US,1612934053
Fort-Shevchenko,44.5086,50.263,5.38,79,79,8.15,KZ,1612934053
Praia da Vitória,38.7333,-27.0667,14.44,94,75,5.07,PT,1612934053
Price,39.5994,-110.8107,3.0,65,90,2.22,US,1612934053
Ardeşen,41.1911,40.9875,12.0,54,0,11.32,TR,1612934053
Yelizovo,53.1873,158.3805,-1.0,69,40,6.0,RU,1612934053
Nioro,13.35,-15.75,22.24,19,87,3.23,GM,1612934053
Fernán-Núñez,37.6884,-4.7247,13.0,94,90,5.14,ES,1612934053
Longido,-2.7333,36.6833,18.43,87,100,1.27,TZ,1612934054
Kyabram,-36.3167,145.05,33.89,17,40,1.6,AU,1612934054
Vega Baja,18.4444,-66.3877,21.67,94,96,4.21,PR,1612934054
Carnarvon,-24.8667,113.6333,27.0,78,0,11.32,AU,1612934054
Caldas Novas,-17.7417,-48.625,18.19,87,0,0.67,BR,1612934054
Kichera,55.9375,110.0997,-6.31,93,100,2.24,RU,1612934054
Lata,40.1629,-8.3327,12.78,86,86,2.68,PT,1612934054
Quelimane,-17.8786,36.8883,26.0,78,75,1.03,MZ,1612934054
Troitskoye,52.9821,84.6757,-15.55,88,100,8.2,RU,1612934055
Wahpeton,46.2652,-96.6059,-22.0,70,11,2.19,US,1612934055
Le Port,-20.9373,55.2919,29.0,61,0,7.2,RE,1612934055
Luganville,-15.5333,167.1667,28.25,72,100,2.02,VU,1612934055
Lilongwe,-13.9669,33.7873,19.0,94,75,0.93,MW,1612934000
San Clemente,33.427,-117.612,12.78,86,54,0.72,US,1612933963
Tshikapa,-6.4167,20.8,22.05,89,100,0.32,CD,1612934055
Bonthe,7.5264,-12.505,24.88,89,56,1.91,SL,1612934055
Muborak,39.2553,65.1528,14.04,50,100,3.16,UZ,1612934055
Oktyabr'skoye,43.0645,44.7417,-4.0,100,17,3.0,RU,1612934055
Ngunguru,-35.6167,174.5,20.56,92,100,2.68,NZ,1612934056
Tessalit,20.1986,1.0114,17.37,23,59,4.17,ML,1612934056
Birao,10.2849,22.7882,14.83,32,100,2.82,CF,1612934056
Krasnotorka,48.682,37.5327,-1.17,98,98,2.25,UA,1612934056
Santa Fe,-31.6333,-60.7,20.56,87,68,1.79,AR,1612933778
Broome,42.2506,-75.833,-7.0,73,90,3.09,US,1612934056
Matveyevka,52.15,56.1833,-20.0,77,40,5.0,RU,1612934056
Prnjavor,44.8703,17.6628,6.0,100,90,1.03,BA,1612934056
Anloga,5.7947,0.8973,28.0,89,40,1.54,GH,1612934056
Nadym,65.5333,72.5167,-28.35,87,37,6.65,RU,1612934056
Kedrovyy,56.1667,91.8167,-15.0,56,40,3.0,RU,1612934056
Olafsvik,64.8945,-23.7142,-2.85,97,100,8.91,IS,1612934057
Tarko-Sale,64.9225,77.785,-29.43,85,100,6.24,RU,1612934057
Tura,25.5198,90.2201,25.48,25,41,1.71,IN,1612934057
Tabas,33.5959,56.9244,10.0,43,12,1.03,IR,1612934057
Geraldton,-28.7667,114.6,25.0,47,83,10.8,AU,1612934057
San Lorenzo,-25.3333,-57.5333,24.0,69,0,5.66,PY,1612933957
Halifax,44.6453,-63.5724,-6.0,68,70,3.09,CA,1612933802
Adrar,20.5022,-10.0711,15.15,29,88,3.84,MR,1612934058
Mpongwe,-13.5091,28.155,18.55,97,100,1.21,ZM,1612934058
Barentu,15.1139,37.5928,18.79,58,1,2.78,ER,1612934058
Mackay,-21.15,149.2,29.0,61,90,6.69,AU,1612934058
Ballina,-28.8667,153.5667,24.0,78,90,6.69,AU,1612934058
Faanui,-16.4833,-151.75,27.93,69,0,6.8,PF,1612934058
Uíge,-7.6087,15.0613,19.34,95,100,0.09,AO,1612934059
Raja,8.4596,25.678,14.58,33,100,1.25,SS,1612934059
Kargat,55.1956,80.2811,-23.44,89,100,5.01,RU,1612934059
Iracoubo,5.4802,-53.2011,24.85,80,82,5.43,GF,1612934059
Aranos,-24.1333,19.1167,22.12,66,57,3.44,NA,1612934059
Esfarāyen,37.0765,57.5101,2.0,80,0,1.03,IR,1612934059
Meulaboh,4.1363,96.1285,30.13,63,77,2.59,ID,1612934059
Verkh-Chebula,56.0308,87.6218,-17.29,88,100,6.51,RU,1612934059
Sioux Lookout,50.1001,-91.917,-29.0,76,1,1.54,CA,1612934059
Bondoukou,8.0333,-2.8,21.86,93,1,2.16,CI,1612934059
Lumphat,13.4878,106.9816,36.45,34,57,1.12,KH,1612934060
Klamath Falls,42.2249,-121.7817,1.11,80,20,2.06,US,1612933968
Kalmunai,7.4167,81.8167,25.8,68,83,5.44,LK,1612934060
Lázaro Cárdenas,17.9583,-102.2,22.13,81,9,1.71,MX,1612934060
Methóni,36.8197,21.7049,12.22,100,20,4.9,GR,1612934060
Wau,7.7029,27.9953,18.32,28,68,2.09,SS,1612934060
Bismarck,46.8083,-100.7837,-19.0,50,40,4.63,US,1612934060
Arawa,-6.2132,155.5367,30.07,68,60,2.34,PG,1612934060
Burlington,39.8835,-74.6413,0.0,80,1,2.57,US,1612934060
Tateyama,34.9833,139.8667,11.67,58,75,4.12,JP,1612934061
Masvingo,-20.0637,30.8277,18.28,92,100,2.42,ZW,1612934061
Traverse City,44.7631,-85.6206,-10.0,73,90,3.6,US,1612934061
Baruun-Urt,46.6806,113.2792,-5.54,92,95,7.76,MN,1612934061
Chapais,49.7834,-74.8492,-23.0,84,1,2.57,CA,1612934061
Weligama,5.9667,80.4167,27.95,65,32,1.49,LK,1612934061
Amberley,39.2048,-84.428,-5.0,79,90,2.37,US,1612934061
Bubaque,11.2833,-15.8333,24.88,63,33,5.41,GW,1612934061
Heraclea,37.5133,34.0467,5.06,62,0,0.84,TR,1612933870
Nara,34.6851,135.8049,12.22,43,75,3.09,JP,1612934025
Rome,43.2128,-75.4557,-6.0,86,90,2.57,US,1612934062
Muncar,-8.4333,114.3333,28.58,78,78,3.2,ID,1612934062
Dangara,29.6799,75.8931,21.75,30,0,1.61,IN,1612934062
Chesma,53.8111,60.6533,-21.85,87,82,2.34,RU,1612934062
Kathu,7.9178,98.3332,31.0,62,20,3.6,TH,1612933921
Fevik,58.3794,8.6766,-5.56,85,0,1.54,NO,1612934062
Peleduy,59.6289,112.7406,-7.47,93,100,4.71,RU,1612934062
Asopós,36.7333,22.8667,11.89,81,7,3.07,GR,1612934062
Xining,36.6167,101.7667,5.04,45,90,0.55,CN,1612933824
Perivoli,39.4206,20.0147,9.0,93,20,1.98,GR,1612934062
Kupang,-10.1667,123.5833,29.0,89,40,4.12,ID,1612934063
Codrington,-38.2667,141.9667,23.6,56,0,5.67,AU,1612934063
Provincia di Savona,44.3,8.2667,9.44,99,100,2.98,IT,1612934063
Borger,52.9233,6.7931,-6.0,93,75,1.54,NL,1612934063
Oussouye,12.485,-16.5469,23.0,40,0,2.06,SN,1612934063
Ruska Poliana,49.417,31.9201,-3.72,97,100,4.17,UA,1612934063
Belmonte,-15.8631,-38.8828,22.0,94,20,1.03,BR,1612934063
Moranbah,-22.0016,148.0466,29.5,53,75,6.37,AU,1612934063
Mweka,-4.85,21.5667,20.31,95,82,0.67,CD,1612934064
Husavik,66.0449,-17.3389,-5.0,93,90,2.06,IS,1612934061
Liverpool,53.4106,-2.9779,-1.0,69,11,4.12,GB,1612933784
Syumsi,57.1111,51.6149,-21.37,90,98,1.8,RU,1612934064
